query_id,ref_id,query_start,query_end,ref_start,ref_end
Q102989,R134147,47.53802,72.091606,35.94971,59.52669
Q102990,R107609,25.99917,45.65292,29.343102,48.996853
Q102990,R120931,6.5676875,12.382255,30.559982,36.37455
Q102991,R131255,30.103773,66.528244,16.800486,53.22496
Q102997,R105603,13.719434,18.654377,0.7064024,7.277699
Q103000,R112949,35.13233,45.36405,2.6201725,9.180305
Q103012,R105837,1.0720223,25.088247,11.976734,47.11428
Q103014,R109731,36.851765,47.85918,18.410658,29.418072
Q103014,R109731,24.34435,35.851765,0.7313756,12.23879
Q103014,R109731,48.85918,60.366592,35.58994,47.09735
Q103018,R104147,61.384148,74.20628,15.714822,27.552181
Q103018,R104147,87.02841,99.85055,43.737793,55.575153
Q103018,R104147,74.20628,87.02841,29.726309,41.563667
Q103019,R123199,16.598734,33.19603,33.03202,49.62932
Q103019,R123367,36.753384,51.794376,44.597736,59.63873
Q103019,R129693,2.4621532,10.709657,13.786487,22.033989
Q103037,R121408,25.915264,28.81513,10.775279,14.917416
Q103037,R121408,21.965263,25.215174,2.5419073,7.1840434
Q103037,R121408,29.515219,32.76513,18.508652,23.150787
Q103039,R114637,5.64132,14.455918,43.233376,53.21643
Q103039,R120130,17.303602,27.90261,22.314917,34.31892
Q103039,R139677,31.23059,38.212925,0.0,7.907908
Q103045,R104829,4.9689703,13.610672,12.465764,21.107466
Q103055,R103470,28.733759,35.442913,20.718775,27.427929
Q103058,R102943,18.907637,35.23581,12.99979,29.327963
Q103058,R125445,3.0352447,14.40946,8.638289,20.012505
Q103058,R129017,37.986526,46.995537,0.0,9.009009
Q103065,R112557,0.5773746,25.10899,21.63058,46.162197
Q103068,R136471,2.658693,9.775492,52.909893,60.02669
Q103072,R138242,23.188745,43.95271,29.973606,50.73757
Q103073,R123800,2.0832233,8.176572,0.15665182,6.25
Q103079,R117693,23.882895,49.592583,11.438097,29.439192
Q103079,R128171,52.76921,75.57979,4.493936,20.46517
Q103079,R128720,0.7529021,18.5772,0.0,12.48
Q103080,R100373,31.923723,54.30773,10.429944,29.713995
Q103080,R122108,14.910853,29.03282,3.9358594,16.102076
Q103080,R137527,0.04040192,12.523247,12.60859,23.362688
Q103084,R126663,35.557102,43.452206,22.061996,31.314236
Q103084,R127541,3.0833752,16.754482,9.028058,25.04917
Q103084,R132901,20.268873,31.646103,16.975002,30.307928
Q103092,R111186,2.7618635,20.246634,6.0539894,23.53876
Q103092,R121521,23.089018,29.74143,19.213528,25.86594
Q103092,R136818,34.307713,40.046787,0.0,5.739072
Q103099,R137270,3.3970914,17.825983,35.557808,51.52504
Q103104,R136360,17.95963,24.771059,28.857573,35.669003
Q103105,R109426,1.5428828,8.713652,0.82082444,7.991594
Q103106,R109569,11.793483,15.232914,3.648288,8.242803
Q103106,R109569,15.981509,19.420942,11.305658,15.900172
Q103107,R112705,63.413376,79.89659,6.3057814,17.297709
Q103121,R100885,19.831877,24.53298,3.3102827,9.696308
Q103123,R130996,62.491226,74.43886,5.560949,13.938839
Q103127,R119174,4.5147743,15.140783,0.5235988,9.312962
Q103128,R128592,13.743564,19.637985,54.13227,60.02669
Q103138,R111666,54.174095,63.466152,18.72775,27.79446
Q103143,R131206,7.8641834,27.046442,7.8666387,35.5689
Q103148,R100968,8.752652,17.03566,6.0703826,12.07942
Q103152,R132915,10.026064,14.824768,2.3442142,9.22
Q103161,R108667,7.49649,38.46634,15.508481,39.83072
Q103177,R107416,18.714157,29.663614,31.510948,44.486485
Q103177,R137396,1.075646,17.019333,0.0,18.893894
Q103177,R137762,33.39984,43.842804,0.907956,13.283277
Q103182,R129138,0.14300707,11.330057,19.260015,32.807446
Q103183,R116394,1.3116698,14.928852,33.710587,49.756622
Q103183,R126590,21.563505,31.145731,1.4159521,12.70733
Q103199,R116309,20.205648,39.0555,38.425644,57.275494
Q103205,R117693,13.1666155,23.546545,1.5688145,11.948745
Q103206,R103499,14.895213,29.266127,4.4771333,24.335455
Q103206,R111476,1.3569411,10.517536,5.656945,18.315432
Q103207,R126715,7.770763,15.659654,43.959232,51.848125
Q103207,R130876,24.043861,41.171886,0.27507335,17.4031
Q103217,R109819,0.096435405,14.671119,3.3821633,16.48365
Q103218,R106876,3.1098535,18.87219,35.891144,51.68552
Q103220,R108113,19.120632,39.219913,7.253928,27.353212
Q103222,R117211,4.0656304,10.122092,20.006668,26.06313
Q103223,R116454,44.545143,56.194813,0.0,7.132132
Q103223,R122347,27.237322,38.069473,0.0,6.631632
Q103223,R132292,10.484445,20.77119,16.676754,22.97448
Q103224,R129189,10.567391,26.930882,14.273883,30.637371
Q103225,R132744,17.58994,23.224516,24.906008,32.993484
Q103229,R135404,22.043741,28.49412,11.02722,17.477596
Q103232,R108647,9.595402,41.413715,7.8777256,35.300087
Q103235,R131945,0.84643894,7.266371,32.50363,38.372208
Q103236,R113798,19.11932,32.670757,39.10582,56.056057
Q103240,R134817,6.7510047,11.542709,8.346063,15.479564
Q103241,R108267,16.288965,24.6502,0.58539647,8.94663
Q103241,R127076,26.656094,39.287758,42.88565,55.51731
Q103241,R127417,0.8829666,13.774294,0.23772204,13.129049
Q103247,R137848,7.0085073,18.477016,20.086695,32.724377
Q103252,R115359,14.855546,30.989452,15.493783,31.62769
Q103252,R128952,0.82799995,10.620203,10.433208,20.225412
Q103257,R120210,7.1230474,22.287376,0.8613191,14.086878
Q103258,R118092,6.942835,33.728416,16.50763,43.293213
Q103269,R126956,1.4282703,9.483461,21.824808,29.88
Q103275,R130702,14.795134,35.50529,25.28423,41.036674
Q103280,R107676,19.954174,30.290764,22.804964,38.12549
Q103280,R107676,8.942894,19.279484,1.5561888,16.87671
Q103281,R110769,21.591263,37.067017,39.03701,55.143925
Q103282,R109633,21.296364,27.81868,37.41606,43.93838
Q103286,R138328,7.80835,12.276142,1.6957335,6.919825
Q103288,R122124,9.760045,14.292242,0.17330344,6.28
Q103299,R106048,6.5584736,23.113565,8.013091,24.568184
Q103300,R102327,31.213608,48.377747,42.327057,59.491196
Q103300,R106087,9.880129,27.49811,22.823217,40.441196
Q103301,R130915,3.899138,44.00177,3.9082417,39.185
Q103303,R110214,10.033802,16.14975,1.1122428,7.228191
Q103307,R131732,48.302402,55.85016,45.665108,53.21286
Q103307,R131732,15.611383,23.159138,3.6298652,11.17762
Q103307,R131732,24.159138,31.206894,14.513676,21.56143
Q103307,R131732,32.206894,39.25465,24.897486,31.94524
Q103307,R131732,40.25465,47.302402,35.281296,42.329052
Q103308,R138681,2.3523443,20.732424,1.9074011,17.634344
Q103309,R105387,15.026524,36.461163,2.2227807,16.315567
Q103310,R133774,1.0734555,7.8954735,0.2247445,7.0467625
Q103314,R116084,20.078356,31.430273,3.4840052,14.1762295
Q103318,R103976,8.188276,17.578512,40.663918,50.551052
Q103320,R123052,7.9390655,18.658777,3.4707491,13.239077
Q103322,R113001,0.5731856,10.579668,48.363136,59.52669
Q103323,R116636,6.8714175,17.743483,43.6825,59.52669
Q103324,R128556,5.453037,11.349215,53.63142,59.52669
Q103333,R103499,20.621677,24.91567,5.7849617,11.510114
Q103334,R135303,26.640621,39.030106,2.8242285,10.451826
Q103335,R126357,8.471809,26.10831,13.402944,38.872208
Q103336,R118369,25.393087,34.081043,2.3928277,11.080786
Q103336,R139687,8.83007,15.309274,7.9315386,14.410743
Q103346,R129703,42.742023,64.46018,27.521414,46.12084
Q103346,R130711,19.739809,40.28102,40.863785,58.455273
Q103346,R134361,0.17110822,17.125809,0.0,14.52
Q103347,R105731,12.31046,49.10415,8.11416,44.90785
Q103349,R108719,52.920357,61.832764,2.2408285,8.893013
Q103352,R106226,35.136765,46.90797,4.085996,15.857201
Q103353,R120400,4.0184503,14.161998,0.036327273,6.390908
Q103354,R134732,3.2259789,9.790769,6.471945,13.413413
Q103373,R111388,1.9677831,9.408265,4.979308,14.056798
Q103373,R111388,10.227928,17.668411,19.771914,28.849403
Q103374,R136278,3.1627316,20.199814,5.160917,27.852276
Q103376,R118965,27.833231,42.996944,25.901306,41.06502
Q103376,R126140,5.5845714,14.352424,2.7450576,11.512911
Q103379,R112124,47.75619,54.385944,6.7401204,13.5130825
Q103380,R126999,2.1317108,7.00827,1.0319021,8.117903
Q103381,R139454,36.881954,44.39685,1.0622468,8.577143
Q103383,R110036,16.9053,25.773273,14.522084,23.390057
Q103399,R104523,22.238228,33.70354,1.5479106,17.81233
Q103400,R129493,51.58493,63.30308,10.261597,17.486172
Q103400,R129493,64.925064,76.64322,22.364744,29.58932
Q103407,R131691,9.103378,16.231787,13.158546,20.286955
Q103409,R128028,27.284605,44.541115,10.701677,27.958187
Q103411,R105926,21.51281,31.376038,11.789182,22.552748
Q103411,R110760,6.302779,19.536184,15.023269,29.464647
Q103412,R108915,15.814272,26.779728,35.997925,45.212677
Q103415,R127038,1.1272155,10.39839,25.044683,30.91798
Q103415,R136471,15.418962,33.109478,8.083911,19.29087
Q103416,R133666,-0.21268286,5.6908417,0.6662826,6.569807
Q103421,R130037,24.385359,30.71974,8.252183,13.530424
Q103421,R130037,16.850887,23.185266,1.4961516,6.7743926
Q103422,R111062,40.96513,71.59887,17.34758,47.981316
Q103423,R111072,19.211208,25.163136,7.941173,13.620193
Q103424,R117113,28.852352,46.253384,0.0,15.448782
Q103424,R132238,5.5956187,12.072288,14.999667,20.749708
Q103435,R102943,29.044912,50.733902,6.7666245,23.440456
Q103435,R127353,1.183127,15.871413,43.810806,55.102715
Q103436,R131352,7.477454,26.617336,0.1858843,27.633478
Q103438,R138938,2.4236372,23.548763,2.62438,27.274395
Q103445,R118426,0.5595011,5.525741,0.89375997,5.86
Q103452,R118798,3.623225,11.825773,4.1095514,9.635135
Q103455,R124185,1.4961133,8.4535055,29.075533,38.878696
Q103456,R118165,13.785969,40.791317,1.1771985,18.685352
Q103457,R113112,2.2485344,14.873873,8.288071,20.913408
Q103459,R106934,1.1006784,24.061663,3.7518713,21.081375
Q103459,R126999,30.135948,37.959213,0.7536827,6.65819
Q103459,R130702,52.869553,70.068054,14.610807,27.59115
Q103463,R114290,7.1943383,30.144228,7.1807404,30.13063
Q103479,R127096,18.109905,29.709229,19.019962,28.562046
Q103479,R127096,30.924826,43.131947,35.464043,45.506126
Q103479,R127096,4.687189,16.89431,2.075881,12.117965
Q103480,R114335,5.7327666,15.567424,35.04705,44.881706
Q103480,R125003,23.45374,38.133892,4.213247,18.893398
Q103481,R105540,16.385582,32.20605,4.3741484,20.194618
Q103481,R127912,34.266563,53.66772,31.411749,50.81291
Q103481,R137262,0.07793231,14.381748,31.14516,45.44898
Q103485,R102624,16.31849,30.223278,5.8328586,19.737646
Q103490,R113061,0.7706025,8.555547,4.3395367,12.12448
Q103490,R113061,9.555547,17.34049,13.829089,21.614033
Q103491,R122535,4.8419704,12.048242,3.3266265,10.966356
Q103492,R117709,59.985874,67.251465,0.8686216,8.134212
Q103493,R116868,17.259556,26.14214,2.1583357,7.79534
Q103494,R119026,13.969893,21.699594,6.4366617,12.690798
Q103494,R139757,0.45474228,7.9505005,3.6570282,9.72188
Q103499,R133424,0.96200585,7.41431,1.219282,8.569967
Q103502,R105926,8.057042,20.06217,7.1960897,19.201218
Q103502,R118798,26.885614,35.105106,1.7239305,9.943422
Q103504,R102211,14.350554,18.746796,6.1278014,12.54059
Q103506,R140192,2.8092465,6.184891,0.5240453,5.506006
Q103516,R127599,40.016705,51.37605,10.323003,18.495169
Q103526,R107030,8.37801,17.96169,3.9653409,10.877544
Q103529,R130035,7.297686,17.219072,0.30082178,11.230643
Q103531,R112970,19.308887,27.560936,15.069593,25.892094
Q103531,R121841,2.2472568,16.802546,19.346287,38.435444
Q103534,R103864,1.4995373,20.162498,2.5163453,21.179308
Q103534,R118876,23.922243,35.84035,15.039391,26.957499
Q103534,R126019,40.300377,53.027687,18.154282,30.881592
Q103535,R116792,12.004857,19.690834,15.283453,26.5
Q103552,R113863,5.308866,10.198384,0.86222935,7.8269844
Q103558,R135436,29.80268,39.707207,3.9952588,17.04359
Q103564,R119652,8.499527,14.496474,1.0163075,7.013254
Q103565,R104089,20.378216,26.84731,10.947081,20.165634
Q103565,R110555,5.7661333,17.827085,2.077928,19.264963
Q103574,R119735,9.789138,18.54466,16.590479,25.79296
Q103582,R123647,15.79428,21.54089,3.6633012,9.18
Q103583,R134199,0.32862788,10.716103,0.743106,11.13058
Q103585,R101809,7.2959933,14.986946,3.5231853,12.512513
Q103590,R108590,5.12901,14.681652,5.6609025,19.189363
Q103593,R104841,9.637347,17.98503,3.4145365,12.240464
Q103607,R135890,22.349392,29.928398,12.029448,19.853687
Q103611,R126355,15.5708065,23.184822,4.324488,14.014843
Q103612,R108553,29.25007,48.853577,8.083896,28.603067
Q103630,R124689,7.325569,23.280474,20.082115,36.037018
Q103639,R114857,51.579575,72.92443,8.12095,29.465809
Q103639,R114857,72.92443,94.269295,34.357616,55.702473
Q103645,R114270,6.577507,10.9987,1.0148331,7.007007
Q103647,R113568,2.2390492,14.428884,14.188067,29.1051
Q103647,R132596,17.245728,33.5674,0.95089984,20.92418
Q103648,R112316,9.51105,21.680187,47.849216,60.018353
Q103656,R114383,15.875914,25.58146,46.8972,56.602745
Q103656,R114682,1.2153716,10.032636,26.899513,35.716778
Q103656,R127891,34.579025,49.17797,0.9987706,15.597717
Q103657,R109091,16.571455,61.083473,27.47886,59.52669
Q103658,R132090,26.128206,30.790274,6.795361,13.099827
Q103667,R108565,3.8913324,9.3621235,0.60677356,6.97364
Q103668,R118679,9.031163,21.609266,11.181897,23.76
Q103678,R128371,44.510357,71.83711,16.243368,35.984276
Q103678,R134404,7.0300665,33.11923,7.2313833,26.078249
Q103679,R119890,11.7868185,41.77301,37.06925,59.52669
Q103684,R105287,1.4991076,10.495155,4.9549212,17.698402
Q103686,R122830,6.4603076,13.274184,2.6288989,9.442776
Q103687,R114734,0.05304927,21.085379,13.357173,34.389503
Q103688,R106705,18.301998,54.162407,19.867193,59.518353
Q103696,R137623,10.730477,17.227674,11.887855,18.385052
Q103697,R132619,29.864983,43.767017,9.341797,23.243832
Q103698,R134800,44.158306,61.34529,3.5092905,21.889055
Q103699,R134018,23.565916,29.905058,0.55356604,5.830777
Q103705,R139758,5.686567,12.830999,12.908955,20.053387
Q103709,R116019,0.059135,14.911676,0.0,12.595929
Q103709,R119486,17.415562,31.043032,15.254558,26.811546
Q103709,R122499,33.437634,55.963745,28.73604,47.83966
Q103710,R131571,13.610571,28.170694,5.340963,20.496883
Q103711,R135530,3.3432755,15.220946,26.825611,42.58425
Q103712,R116125,17.052746,25.561256,0.0,8.508509
Q103712,R118255,0.19344948,13.914727,46.036835,59.75811
Q103712,R121657,27.769188,46.078457,13.8457,32.154964
Q103714,R116829,29.679146,39.54405,3.4406338,16.91172
Q103728,R114441,15.753246,26.49737,8.516022,19.260145
Q103728,R125052,0.09026558,12.738808,18.995747,31.644289
Q103729,R127826,3.657563,10.283068,0.13814554,6.76365
Q103735,R105762,2.7612422,14.163483,5.372644,16.774885
Q103736,R131502,53.412796,87.48049,2.2451363,36.312836
Q103738,R133314,9.656312,19.511,44.950294,59.55956
Q103745,R111370,31.959743,54.98122,36.50522,59.52669
Q103746,R109129,2.9897702,17.590023,0.1416892,14.741941
Q103746,R128171,20.316677,36.359398,1.1728295,17.215551
Q103746,R137738,39.58998,53.080166,3.6081479,17.098333
Q103747,R114794,2.1232972,10.3008585,8.307602,14.481148
Q103751,R112968,6.1968875,60.850193,8.493212,52.526943
Q103752,R105720,22.546587,32.416718,3.40583,13.275959
Q103753,R121361,16.62252,23.31216,50.292984,59.52669
Q103754,R121984,2.055355,31.160475,15.940426,45.045547
Q103756,R138143,0.49940398,5.603199,53.72876,59.518353
Q103762,R106119,35.96456,55.43613,2.6980147,22.169584
Q103762,R109123,20.007214,33.46601,13.312492,26.77129
Q103762,R123199,0.17051671,17.986673,17.83025,35.646404
Q103763,R114383,7.7612047,19.524918,43.569134,59.52669
Q103764,R134954,3.8044682,19.372648,8.522576,24.090757
Q103765,R138873,35.46005,42.28429,12.11804,18.857336
Q103765,R138873,28.635809,35.46005,3.4355264,10.174823
Q103777,R122739,7.5018873,26.6204,10.8565235,29.975035
Q103777,R131083,30.597874,45.030907,11.213987,25.647022
Q103778,R135083,14.867466,22.610874,1.2189401,9.630631
Q103779,R128938,27.899998,36.364178,0.4531951,6.5656414
Q103783,R116310,6.698257,10.324472,0.5463193,5.550344
Q103796,R102533,8.48257,18.641739,2.4956963,17.48594
Q103799,R119084,5.3460717,12.3401985,1.5148821,8.509009
Q103805,R125807,0.3872904,13.096523,45.505466,60.018353
Q103815,R126689,47.091675,52.118843,0.96176547,5.9889364
Q103823,R102731,1.9356402,7.714262,1.0816702,6.106607
Q103831,R117315,18.166204,37.012924,41.694202,58.157505
Q103832,R135023,0.91766167,8.67954,48.672176,59.52669
Q103833,R134695,42.34691,55.5176,2.7767253,12.037819
Q103843,R118633,21.015144,28.955656,7.6104045,18.083958
Q103843,R126054,3.4228673,14.806485,0.0,15.015015
Q103844,R101063,6.6516304,11.82621,30.595022,35.769604
Q103850,R114690,14.438794,20.946104,7.1214824,13.628794
Q103852,R133034,0.10371043,11.789626,6.5141516,23.550858
Q103858,R128668,4.9197316,12.368813,6.838119,14.181348
Q103868,R109910,2.76517,26.290358,24.031448,56.840996
Q103871,R106098,52.22967,62.090736,20.077173,29.938238
Q103871,R106098,63.090736,72.951805,36.456184,46.31725
Q103871,R106098,41.368607,51.22967,3.6981616,13.559227
Q103872,R135617,15.189531,29.722874,37.166656,51.7
Q103877,R119212,14.248409,20.781654,9.626736,16.15998
Q103877,R119212,6.7151647,13.248409,1.3968083,7.930053
Q103879,R124023,10.159829,20.929361,27.29252,40.249714
Q103886,R137096,12.806417,26.666292,11.831106,25.433157
Q103900,R123283,19.340008,29.146782,9.449436,19.25621
Q103900,R124450,31.23025,49.456444,0.009867784,18.236063
Q103900,R130950,0.7335588,17.13402,3.6057515,20.006212
Q103904,R130972,0.18028872,5.9815335,3.4262123,9.227457
Q103904,R130972,6.9815335,12.782779,12.805864,18.60711
Q103905,R128968,37.430317,53.63938,4.352194,20.561256
Q103912,R108273,9.714714,16.418045,1.048508,7.7518396
Q103913,R124300,13.714764,20.23808,42.57289,49.096207
Q103914,R122475,13.405601,21.824516,26.149487,34.5684
Q103923,R114637,35.83628,43.106598,31.05972,38.330032
Q103923,R123569,20.808989,33.100655,0.0,12.291667
Q103923,R139515,5.169621,18.36485,2.1090944,15.304323
Q103924,R121385,34.03557,39.30983,6.5348096,11.809072
Q103924,R126311,16.477821,26.087023,13.0635605,22.672762
Q103933,R133198,39.02746,47.514908,2.3631575,10.170888
Q103933,R137655,22.93169,34.797047,14.941249,25.856363
Q103934,R122499,13.827452,40.240204,21.116917,42.760952
Q103935,R122506,19.598358,26.767908,0.0,8.08
Q103935,R131979,0.25104463,17.534252,22.0209,41.498875
Q103937,R107639,5.2837186,45.68426,10.517042,50.917583
Q103940,R114906,0.0374658,5.250613,5.7345057,10.947653
Q103941,R138265,9.451216,13.559232,3.929007,9.076243
Q103950,R133803,15.204242,20.816093,0.9727448,8.722643
Q103956,R114753,8.332604,14.325105,2.55742,8.549921
Q103969,R120918,1.4577614,8.084617,0.9140235,9.779465
Q103969,R120918,8.084617,14.711472,9.908742,18.774183
Q103971,R101657,52.843555,61.888023,7.913867,16.958332
Q103973,R132446,8.056257,17.35631,21.114733,34.055298
Q103979,R103818,48.12333,60.524487,37.317516,44.9437
Q103980,R100316,9.886377,46.988728,11.998627,59.518353
Q103997,R135917,3.0890892,13.755218,0.810919,10.935002
Q103999,R117229,33.280964,41.04954,25.808155,33.576736
Q103999,R117229,48.818123,56.5867,42.02207,49.790653
Q103999,R117229,56.5867,64.35528,50.129032,57.89761
Q103999,R117229,25.512383,33.280964,17.701197,25.469776
Q103999,R117229,9.975224,17.743803,1.4872807,9.25586
Q103999,R117229,17.743803,25.512383,9.594239,17.362818
Q103999,R117229,41.04954,48.818123,33.915115,41.683693
Q104000,R121635,16.106333,28.324347,47.80868,60.02669
Q104002,R116652,23.291685,26.97084,5.976827,11.24993
Q104002,R126728,4.0888443,12.264961,8.592765,20.311079
Q104013,R131877,1.3272613,14.332122,6.9532495,23.05689
Q104018,R118034,39.567444,56.427845,1.1918511,18.052252
Q104018,R118034,56.427845,73.288246,23.611336,40.471737
Q104020,R121301,27.965822,39.229015,10.258829,21.522022
Q104022,R129005,31.125494,40.00865,6.6048245,14.345772
Q104023,R127752,34.859566,43.68879,5.3620105,15.52468
Q104035,R109198,13.231125,23.940014,5.606708,20.536377
Q104035,R109198,23.940014,34.648903,21.003456,35.933125
Q104035,R109198,34.648903,45.357796,36.400204,51.329872
Q104038,R116047,5.4273543,9.562346,10.361989,16.532621
Q104038,R138339,22.29741,28.763662,30.027111,39.676674
Q104049,R135685,12.912565,20.12413,10.239328,17.450893
Q104053,R104565,17.980274,25.344301,0.87089634,11.236081
Q104056,R103109,11.702373,16.973625,1.2924137,6.563666
Q104057,R128898,8.429787,11.649338,14.435332,19.12989
Q104057,R128898,12.335143,15.554694,22.266201,26.96076
Q104057,R128898,16.2405,19.802954,30.09707,35.29163
Q104057,R128898,4.1815276,7.7439814,6.1044636,11.299022
Q104068,R125960,44.191853,52.38758,15.066418,23.262146
Q104069,R134395,0.852889,6.892267,1.4129423,8.144298
Q104069,R134395,7.7894683,13.828847,9.240765,15.972119
Q104070,R104696,7.067846,13.928056,2.0820663,8.942276
Q104071,R126555,3.3770244,9.439398,1.2788013,7.341175
Q104074,R116652,18.54035,23.274055,0.5693886,7.3539124
Q104074,R119123,0.5349651,9.9647255,22.56047,36.075554
Q104082,R111101,3.326884,9.121015,26.164425,34.30097
Q104086,R136196,7.3822985,12.83441,1.0223167,6.4744287
Q104089,R103560,21.480291,39.14214,14.180741,31.84259
Q104089,R110913,41.16749,50.258938,9.571842,18.663292
Q104089,R138077,0.058325574,19.375635,3.6750417,22.992352
Q104090,R111176,2.5320456,7.766836,4.02764,10.481548
Q104091,R116639,4.7211695,9.302678,0.9871691,7.3346586
Q104092,R102309,11.212518,16.540688,14.29195,19.62012
Q104093,R123757,94.20219,105.8976,39.893517,47.066483
Q104094,R129778,4.075429,9.808536,31.874195,40.040543
Q104101,R104818,5.874659,19.352901,36.855724,50.05005
Q104106,R126445,55.27188,69.95224,45.978844,59.52669
Q104110,R123087,6.6455183,13.347951,38.96056,45.66299
Q104116,R134284,10.770096,15.767098,2.7321408,9.9
Q104117,R113195,0.97221375,24.983147,2.1038258,33.421585
Q104133,R139240,8.849041,23.160707,16.892366,28.262094
Q104142,R105933,7.203859,12.507591,1.3228222,6.626555
Q104143,R129029,23.832077,39.042778,21.529766,36.74047
Q104143,R129029,8.621374,23.832077,2.7786224,17.989325
Q104144,R130478,0.20153609,20.081629,37.294243,57.174335
Q104151,R108048,29.263206,44.59383,2.3492095,14.973261
Q104152,R117443,6.9000096,31.366673,10.478596,31.833332
Q104153,R110433,4.67849,12.315138,4.606355,11.324955
Q104159,R122719,29.57875,46.484844,4.022296,27.571959
Q104164,R104192,35.17751,53.23211,36.56814,55.051258
Q104164,R124510,0.013274717,15.5702715,14.614986,30.541222
Q104164,R134947,17.533918,33.21307,23.066694,39.11798
Q104177,R105086,7.5353384,17.393946,3.4684482,11.361194
Q104179,R108869,20.214289,34.261528,3.7911482,14.551933
Q104179,R126280,0.041059285,16.349443,5.252406,17.745323
Q104181,R103476,29.27447,36.436447,12.791311,19.953287
Q104182,R102628,16.379383,33.248062,5.0336246,21.902304
Q104183,R105354,0.37358987,24.99805,27.524717,52.149178
Q104194,R117201,6.9730864,22.361177,9.06718,23.8155
Q104195,R125408,40.946117,48.6924,1.0003458,8.746632
Q104195,R125408,55.938686,63.18497,21.213255,28.45954
Q104195,R125408,63.18497,70.43126,31.06971,38.315994
Q104195,R125408,70.43126,78.17754,40.926163,48.67245
Q104195,R125408,48.6924,55.938686,11.3568,18.603086
Q104196,R104826,35.796356,43.76233,22.588032,31.03047
Q104196,R117685,17.262331,27.65204,8.415976,19.42712
Q104196,R140171,0.73770016,14.009351,36.430946,50.49641
Q104197,R121846,35.44812,48.69993,4.646736,14.014856
Q104198,R103519,30.579416,59.94816,17.408953,46.777695
Q104201,R103992,27.404945,34.532433,1.2441807,8.371669
Q104205,R139960,13.905742,20.154314,6.263941,12.512513
Q104208,R124160,9.842203,16.103012,3.1751893,8.842676
Q104213,R136667,5.237899,11.259253,1.218443,7.2397966
Q104219,R113089,26.113335,30.407686,7.9463263,14.34728
Q104219,R113089,21.818983,26.113335,0.24140956,6.6423626
Q104229,R116430,51.212456,58.655712,14.635065,22.078323
Q104229,R116430,59.655712,67.09897,26.920828,34.364086
Q104229,R116430,68.09897,75.54223,39.20659,46.64985
Q104250,R106580,9.59299,16.513786,13.953584,20.874378
Q104251,R137762,4.778634,12.029492,18.515604,26.926928
Q104252,R100219,9.4476185,26.880905,36.282215,53.715504
Q104256,R112309,6.6655245,14.951159,17.33418,24.542095
Q104256,R126246,44.608273,59.221775,0.0,12.712713
Q104256,R139943,17.711596,33.810337,6.747195,20.751959
Q104266,R108006,5.7404866,14.501188,12.276156,21.625
Q104276,R134161,10.958895,17.454817,13.9151745,21.75295
Q104276,R134161,3.634176,10.130098,1.7502453,9.588021
Q104278,R107753,26.852655,34.92237,2.8136451,10.883362
Q104279,R114441,7.3621054,12.665832,30.916273,36.22
Q104281,R123188,0.63305986,8.380722,3.241124,12.245579
Q104291,R128221,31.959743,54.0117,37.474735,59.52669
Q104292,R122347,2.034023,8.987329,0.42663455,6.6000104
Q104295,R108369,32.27104,40.800777,1.0470085,9.576743
Q104297,R129536,10.941372,32.216557,21.328224,44.545044
Q104298,R103493,5.321278,28.785135,13.182657,45.82
Q104299,R138129,5.808371,35.697178,0.9610224,30.849829
Q104301,R108150,0.9311213,8.516806,6.7632346,18.034548
Q104303,R120130,13.059445,32.018856,8.227366,22.316523
Q104307,R115393,4.168815,10.427093,19.767748,26.026026
Q104308,R104229,6.8209023,31.451168,38.74268,55.86774
Q104309,R106529,11.726094,18.389635,1.0587404,7.903388
Q104314,R122506,28.954447,36.37552,1.2887499,6.6413774
Q104315,R125008,11.600869,16.599108,54.50176,59.5
Q104319,R130238,38.30074,46.96936,1.0257659,9.694387
Q104319,R130238,47.96936,56.63798,11.334893,20.003515
Q104321,R104887,8.104822,13.617183,2.2056735,7.341175
Q104322,R139751,11.429327,25.13339,7.3221416,21.026205
Q104324,R126230,17.248133,24.639153,0.8737415,8.264761
Q104325,R124166,4.329644,10.712451,33.111565,39.49437
Q104332,R127334,0.8536776,13.084074,1.6987593,12.132419
Q104332,R127334,13.084074,25.31447,13.255338,23.688997
Q104334,R138664,13.438521,32.113647,7.718304,26.39343
Q104335,R113248,20.19793,25.432505,2.3067992,7.541375
Q104336,R138892,7.9117246,16.555027,1.3632483,10.006552
Q104337,R120684,9.564069,15.720255,2.0520217,8.208208
Q104341,R118706,12.256751,30.919703,11.39126,23.369019
Q104352,R123539,10.126171,21.089777,3.8601098,13.047217
Q104352,R123539,21.089777,32.053383,14.067448,23.254555
Q104359,R104630,23.898273,31.329535,1.6766407,9.107902
Q104362,R109402,4.640116,16.64823,4.0079026,16.016016
Q104375,R121790,9.242194,23.65877,26.63537,41.051945
Q104378,R132854,21.391945,68.890175,10.731956,58.230183
Q104379,R111502,15.301009,39.380688,13.046268,28.55614
Q104384,R108124,3.9598804,13.1603775,7.7836537,16.984152
Q104385,R131562,1.7108155,11.460945,3.042477,12.0574
Q104385,R132627,18.848125,30.948008,7.8389955,19.026487
Q104393,R103727,41.60494,48.285633,10.774206,17.454899
Q104395,R137495,4.9506283,16.298187,11.004177,24.275278
Q104396,R138610,5.1142216,14.872523,14.975269,23.290457
