query_id,ref_id,score
Q200033,R228195,-0.08236848
Q200086,R215327,-0.08239071
Q200012,R225989,-0.08239131
Q200095,R237703,-0.08240381
Q200033,R238220,-0.08240804
Q200005,R227485,-0.08240901
Q200053,R232591,-0.0824109
Q200049,R236769,-0.08241974
Q200095,R239714,-0.08242375
Q200040,R226323,-0.08242616
Q200072,R229669,-0.082439676
Q200011,R200877,-0.08244887
Q200063,R216951,-0.082454324
Q200007,R231035,-0.08246069
Q200013,R214576,-0.08246976
Q200045,R212509,-0.0824745
Q200096,R210673,-0.08248325
Q200045,R238145,-0.0824849
Q200088,R203278,-0.08249417
Q200027,R236116,-0.08249916
Q200064,R203164,-0.08252399
Q200066,R225195,-0.082538456
Q200012,R234809,-0.08254641
Q200037,R203134,-0.0825617
Q200088,R212344,-0.082562566
Q200070,R232811,-0.082567394
Q200033,R228284,-0.08257401
Q200063,R232342,-0.08257431
Q200092,R202806,-0.08257988
Q200011,R231661,-0.082582295
Q200095,R235741,-0.082594916
Q200073,R206539,-0.082632184
Q200067,R227564,-0.08263981
Q200061,R201990,-0.08264199
Q200053,R239002,-0.082646385
Q200095,R230509,-0.08264856
Q200027,R222310,-0.08265954
Q200012,R236624,-0.082678676
Q200067,R210900,-0.08268377
Q200056,R210947,-0.08269182
Q200091,R200649,-0.0827059
Q200095,R206654,-0.082720205
Q200037,R219929,-0.08272064
Q200014,R221202,-0.08273031
Q200088,R204310,-0.08273482
Q200023,R234460,-0.08274862
Q200028,R226616,-0.0827508
Q200073,R239325,-0.082751215
Q200086,R225655,-0.08275284
Q200011,R221353,-0.082754
Q200035,R200833,-0.08276588
Q200056,R200109,-0.08277002
Q200067,R203494,-0.082779065
Q200053,R226442,-0.08277924
Q200035,R201384,-0.082791984
Q200012,R211093,-0.082799986
Q200072,R222079,-0.08280361
Q200038,R216925,-0.08281118
Q200064,R235507,-0.08282225
Q200063,R238202,-0.082824975
Q200059,R227611,-0.0828276
Q200007,R207482,-0.08284168
Q200032,R232162,-0.08284235
Q200038,R209341,-0.08284244
Q200039,R225390,-0.08285801
Q200004,R203922,-0.08286551
Q200088,R227843,-0.082876414
Q200095,R223419,-0.08288315
Q200010,R236471,-0.08289316
Q200029,R235227,-0.08291377
Q200042,R228708,-0.08292623
Q200042,R237488,-0.08292925
Q200036,R233171,-0.08294004
Q200064,R235289,-0.08294743
Q200067,R220468,-0.082978696
Q200086,R221037,-0.082978696
Q200095,R210513,-0.08298232
Q200005,R216871,-0.0830165
Q200071,R222557,-0.08305383
Q200047,R232629,-0.08305441
Q200063,R224627,-0.083057225
Q200038,R225401,-0.08305898
Q200059,R230350,-0.08307804
Q200088,R231524,-0.083084896
Q200063,R237785,-0.08312324
Q200097,R210692,-0.0831337
Q200007,R233350,-0.08313534
Q200036,R200321,-0.08315398
Q200065,R227673,-0.08315423
Q200084,R212233,-0.083155975
Q200088,R238530,-0.08316293
Q200064,R206631,-0.08316362
Q200050,R221885,-0.08318411
Q200063,R209674,-0.08319211
Q200007,R239824,-0.08322093
Q200037,R217488,-0.083230734
Q200046,R216892,-0.08323488
Q200095,R200249,-0.0832541
Q200065,R240048,-0.08326095
Q200065,R236630,-0.08327407
Q200011,R231328,-0.08329338
Q200003,R226633,-0.083300054
Q200041,R235413,-0.08331412
Q200040,R218190,-0.083316445
Q200095,R224138,-0.08331974
Q200001,R231286,-0.08332041
Q200015,R235727,-0.08332236
Q200083,R203240,-0.083324015
Q200038,R206409,-0.083327636
Q200088,R205691,-0.08334459
Q200088,R220293,-0.08334626
Q200011,R227146,-0.08334862
Q200015,R208452,-0.08334875
Q200007,R211358,-0.083363414
Q200035,R209111,-0.08337435
Q200063,R207427,-0.08339104
Q200088,R216663,-0.08339268
Q200011,R219903,-0.08339456
Q200011,R200396,-0.08340973
Q200035,R213990,-0.0834142
Q200062,R223766,-0.08342898
Q200040,R218351,-0.08343238
Q200007,R226253,-0.08345403
Q200011,R206763,-0.083468825
Q200021,R206843,-0.083477244
Q200086,R203852,-0.08348416
Q200056,R233413,-0.0835017
Q200093,R224325,-0.083506286
Q200020,R223171,-0.08350676
Q200098,R230189,-0.08350806
Q200063,R203331,-0.08352484
Q200096,R202975,-0.08352716
Q200086,R223544,-0.0835322
Q200097,R212992,-0.083542034
Q200006,R212423,-0.08354837
Q200063,R207031,-0.08355166
Q200011,R223373,-0.08355434
Q200062,R211677,-0.08355859
Q200040,R232602,-0.08355966
Q200015,R208523,-0.08356112
Q200088,R214377,-0.083563
Q200095,R234762,-0.08356628
Q200004,R213596,-0.083573654
Q200056,R205385,-0.08357702
Q200072,R205300,-0.08357711
Q200037,R200722,-0.08357857
Q200011,R211147,-0.08359441
Q200040,R230994,-0.08360675
Q200065,R219935,-0.083616614
Q200089,R219772,-0.083625495
Q200063,R212069,-0.08362834
Q200065,R240087,-0.083635256
Q200089,R216972,-0.08364251
Q200086,R233029,-0.08365576
Q200015,R202307,-0.08366716
Q200012,R206204,-0.083673134
Q200073,R206350,-0.08367555
Q200035,R220540,-0.08367671
Q200031,R235014,-0.08368339
Q200088,R201429,-0.08369401
Q200064,R226790,-0.08370753
Q200064,R203297,-0.0837096
Q200067,R201354,-0.08371416
Q200042,R218422,-0.083715886
Q200064,R229731,-0.08372538
Q200012,R206616,-0.083725944
Q200060,R235748,-0.08373016
Q200063,R228417,-0.083738714
Q200021,R200285,-0.083747
Q200015,R213372,-0.08377002
Q200011,R204272,-0.0837708
Q200073,R235909,-0.08378947
Q200015,R232963,-0.0837923
Q200075,R231184,-0.08379567
Q200095,R223976,-0.08380732
Q200086,R228331,-0.08381286
Q200010,R238308,-0.083821505
Q200035,R232533,-0.08383
Q200062,R204105,-0.0838379
Q200011,R217858,-0.083863854
Q200068,R230509,-0.083887815
Q200030,R205536,-0.08389896
Q200095,R204382,-0.08391242
Q200040,R217918,-0.08395013
Q200086,R236369,-0.083954796
Q200059,R211011,-0.08395629
Q200015,R225162,-0.08397123
Q200084,R210324,-0.08398029
Q200093,R218303,-0.08398393
Q200070,R204837,-0.08398476
Q200095,R230014,-0.08400045
Q200097,R217124,-0.084015936
Q200031,R205873,-0.08401632
Q200063,R233793,-0.08402839
Q200081,R206320,-0.08403374
Q200014,R236714,-0.084037706
Q200062,R228826,-0.08405042
Q200013,R228564,-0.08405955
Q200035,R206535,-0.08406472
Q200014,R217672,-0.08406903
Q200029,R232050,-0.084080085
Q200024,R239562,-0.08408214
Q200065,R203581,-0.0840871
Q200031,R204766,-0.08409044
Q200013,R215571,-0.08410932
Q200035,R228964,-0.08411962
Q200059,R208659,-0.08412349
Q200089,R219714,-0.084130645
Q200014,R225458,-0.084135264
Q200098,R227554,-0.084139615
Q200029,R203792,-0.08415887
Q200070,R230385,-0.08415927
Q200027,R210797,-0.08416326
Q200088,R222697,-0.0841732
Q200069,R229390,-0.08418441
Q200005,R233881,-0.084189296
Q200018,R217168,-0.084190294
Q200064,R225483,-0.08420949
Q200021,R216215,-0.08420996
Q200035,R201998,-0.08421233
Q200011,R239655,-0.08421762
Q200041,R237016,-0.084218666
Q200059,R231509,-0.08422129
Q200097,R210241,-0.08422166
Q200053,R213537,-0.084231794
Q200067,R231495,-0.08423507
Q200006,R210943,-0.08424166
Q200049,R227050,-0.08425094
Q200069,R212273,-0.08428705
Q200013,R221875,-0.084291965
Q200057,R218146,-0.08429396
Q200012,R208014,-0.08430976
Q200070,R208687,-0.084325194
Q200044,R206650,-0.0843264
Q200056,R202034,-0.08433466
Q200091,R204051,-0.08433886
Q200038,R211190,-0.08434345
Q200095,R221267,-0.08434495
Q200002,R210628,-0.08436221
Q200007,R233320,-0.08436647
Q200098,R207020,-0.084370956
Q200005,R232365,-0.08437109
Q200043,R229260,-0.0843803
Q200011,R212227,-0.0843917
Q200012,R233881,-0.08439195
Q200092,R227387,-0.084395885
Q200038,R235681,-0.08440296
Q200020,R226228,-0.084412426
Q200034,R213869,-0.08442034
Q200021,R221752,-0.084423184
Q200035,R211240,-0.08442426
Q200023,R212654,-0.084427714
Q200011,R208907,-0.08443107
Q200007,R209347,-0.08443141
Q200035,R212621,-0.084441945
Q200002,R227314,-0.084444165
Q200033,R205634,-0.08444603
Q200086,R232266,-0.08444615
Q200011,R232624,-0.0844582
Q200009,R226907,-0.08447184
Q200070,R204897,-0.084477216
Q200086,R209953,-0.084477335
Q200070,R240195,-0.084492534
Q200003,R237662,-0.08449438
Q200035,R232938,-0.084509104
Q200044,R227521,-0.084511906
Q200086,R218116,-0.08451307
Q200021,R205467,-0.084517345
Q200020,R237409,-0.084521085
Q200007,R218459,-0.084522694
Q200020,R208638,-0.0845418
Q200100,R207197,-0.08454263
Q200038,R232311,-0.08454387
Q200012,R238354,-0.084561855
Q200038,R224406,-0.084570006
Q200095,R240144,-0.08457388
Q200057,R209716,-0.0845896
Q200040,R223732,-0.08459589
Q200072,R215958,-0.08459905
Q200020,R226799,-0.08460455
Q200065,R217290,-0.084606975
Q200061,R217006,-0.08460921
Q200029,R219394,-0.08461827
Q200036,R229551,-0.08462155
Q200059,R207642,-0.08462402
Q200086,R228638,-0.08462596
Q200100,R227524,-0.08463442
Q200095,R229666,-0.08463594
Q200064,R226347,-0.08464411
Q200012,R209344,-0.084647164
Q200012,R228953,-0.0846497
Q200064,R220042,-0.084652156
Q200038,R224652,-0.08466157
Q200068,R234792,-0.08466196
Q200020,R232621,-0.08466667
Q200086,R207327,-0.08468254
Q200073,R220419,-0.08468768
Q200040,R224042,-0.08469787
Q200005,R205571,-0.08469801
Q200035,R212195,-0.08470225
Q200011,R217970,-0.08470622
Q200095,R232098,-0.08471537
Q200093,R222564,-0.084716484
Q200049,R216857,-0.084717676
Q200024,R235568,-0.08471982
Q200071,R225866,-0.08472508
Q200095,R200059,-0.08472702
Q200065,R230401,-0.084729716
Q200081,R204635,-0.084742025
Q200059,R239382,-0.084744915
Q200063,R211568,-0.08475508
Q200081,R227368,-0.08477104
Q200014,R203857,-0.08477768
Q200039,R222191,-0.08477837
Q200043,R230228,-0.08478327
Q200004,R215718,-0.08478451
Q200040,R207185,-0.084784895
Q200020,R235383,-0.08478926
Q200006,R239557,-0.08479878
Q200007,R224326,-0.08480035
Q200089,R210431,-0.08481611
Q200035,R239776,-0.084818915
Q200011,R228393,-0.084826574
Q200095,R222534,-0.08482799
Q200059,R238632,-0.08483732
Q200035,R211835,-0.0848605
Q200011,R215626,-0.08486532
Q200072,R238786,-0.08486542
Q200020,R210274,-0.084876254
Q200091,R239750,-0.0848784
Q200060,R210181,-0.08488497
Q200035,R234077,-0.08488576
Q200059,R203830,-0.0848874
Q200068,R235223,-0.08488837
Q200058,R207793,-0.084890306
Q200035,R205698,-0.08489294
Q200061,R204664,-0.08489585
Q200021,R226582,-0.084903866
Q200059,R238410,-0.08491191
Q200011,R221580,-0.08492133
Q200003,R222447,-0.08494432
Q200056,R208509,-0.0849466
Q200016,R203515,-0.08495551
Q200053,R223525,-0.08496034
Q200091,R217997,-0.08496608
Q200011,R206169,-0.084967926
Q200031,R224651,-0.08496916
Q200065,R200360,-0.084976956
Q200035,R206662,-0.08497876
Q200005,R205475,-0.08498411
Q200088,R239938,-0.08498612
Q200060,R225089,-0.08498779
Q200011,R234801,-0.08501713
Q200011,R217877,-0.085017815
Q200062,R220895,-0.085029185
Q200059,R207496,-0.08503075
Q200011,R225887,-0.08503319
Q200005,R224894,-0.08505604
Q200041,R204001,-0.08506061
Q200083,R234243,-0.08506124
Q200035,R234861,-0.08506197
Q200059,R221620,-0.085064396
Q200071,R233752,-0.085066974
Q200033,R214185,-0.085067496
Q200071,R235085,-0.08508563
Q200001,R225669,-0.085095674
Q200045,R211157,-0.08509688
Q200086,R207388,-0.08509828
Q200067,R223072,-0.08511031
Q200097,R201025,-0.08511387
Q200086,R225399,-0.08511695
Q200024,R220818,-0.085128784
Q200059,R201526,-0.08513327
Q200003,R226764,-0.08513811
Q200066,R216226,-0.08514005
Q200013,R231701,-0.08514556
Q200073,R231425,-0.08514696
Q200049,R200710,-0.08515827
Q200035,R234940,-0.08516726
Q200056,R227640,-0.08517037
Q200095,R225888,-0.08517076
Q200057,R229875,-0.08517587
Q200035,R202709,-0.0851765
Q200071,R209243,-0.0851832
Q200065,R239629,-0.08518776
Q200036,R235283,-0.085191265
Q200063,R212162,-0.08519396
Q200072,R209098,-0.08519541
Q200085,R202592,-0.08520877
Q200041,R200067,-0.085209474
Q200007,R220596,-0.0852253
Q200058,R225074,-0.08522834
Q200088,R214934,-0.085231036
Q200007,R238611,-0.08523166
Q200013,R222826,-0.085234046
Q200067,R210747,-0.085236564
Q200081,R220620,-0.08523868
Q200086,R203163,-0.08524948
Q200040,R227619,-0.08526203
Q200031,R239046,-0.08526547
Q200035,R233308,-0.085273296
Q200095,R208040,-0.08527474
Q200011,R220923,-0.085284725
Q200072,R233647,-0.0852893
Q200088,R202031,-0.085290104
Q200067,R218971,-0.085307255
Q200038,R239266,-0.085315764
Q200056,R219161,-0.08532196
Q200003,R200662,-0.08534181
Q200030,R206012,-0.08534229
Q200084,R237763,-0.08534695
Q200083,R205418,-0.08535233
Q200091,R213817,-0.08535522
Q200083,R225840,-0.08535738
Q200031,R215081,-0.08537182
Q200096,R205199,-0.08540632
Q200072,R230273,-0.08541624
Q200059,R238079,-0.08541657
Q200084,R236527,-0.08541986
Q200013,R231084,-0.08542547
Q200006,R216938,-0.08543086
Q200046,R203791,-0.085434645
Q200097,R211421,-0.08544782
Q200004,R225109,-0.085456386
Q200007,R229255,-0.08546123
Q200060,R231489,-0.08546376
Q200084,R204208,-0.085466236
Q200013,R234369,-0.085466996
Q200037,R220263,-0.08546877
Q200009,R222771,-0.08547282
Q200059,R229662,-0.085478455
Q200095,R231986,-0.085479125
Q200005,R233681,-0.085481465
Q200053,R225634,-0.0854885
Q200020,R214148,-0.08548963
Q200056,R234098,-0.08549364
Q200011,R226290,-0.085501894
Q200098,R212212,-0.085510105
Q200057,R200478,-0.0855107
Q200038,R221191,-0.08551079
Q200031,R237385,-0.0855246
Q200005,R220462,-0.08553356
Q200097,R222550,-0.08553636
Q200095,R207344,-0.08553912
Q200093,R214663,-0.085540995
Q200056,R218287,-0.08554396
Q200039,R204265,-0.085544765
Q200071,R230399,-0.0855508
Q200098,R230760,-0.08555454
Q200037,R232398,-0.08555952
Q200007,R209879,-0.08556047
Q200053,R228319,-0.08556758
Q200007,R216145,-0.08557132
Q200016,R238372,-0.08557221
Q200007,R221849,-0.08557233
Q200042,R211013,-0.085574076
Q200056,R205038,-0.08558166
Q200005,R213190,-0.08558591
Q200085,R239260,-0.08558603
Q200084,R240144,-0.08559345
Q200072,R219307,-0.08560488
Q200071,R206455,-0.08560574
Q200012,R200844,-0.08561134
Q200037,R204489,-0.08561495
Q200035,R227395,-0.08561531
Q200011,R236795,-0.08563137
Q200062,R212497,-0.08563197
Q200093,R219326,-0.08563694
Q200035,R225626,-0.08564249
Q200091,R238042,-0.085650265
Q200011,R217771,-0.08565156
Q200037,R204228,-0.085656464
Q200014,R202494,-0.0856666
Q200071,R239530,-0.0856705
Q200035,R234444,-0.08567111
Q200064,R221638,-0.08567828
Q200081,R222026,-0.08567992
Q200059,R201707,-0.08568011
Q200021,R202198,-0.085685536
Q200086,R216019,-0.08570263
Q200061,R218284,-0.08570993
Q200095,R226140,-0.08571173
Q200099,R200377,-0.08571516
Q200011,R216882,-0.08572218
Q200007,R221027,-0.08572857
Q200086,R228047,-0.0857548
Q200095,R226733,-0.08576368
Q200070,R230893,-0.08577508
Q200054,R232208,-0.08578053
Q200004,R236799,-0.085792005
Q200002,R229680,-0.08580524
Q200095,R225967,-0.08580692
Q200056,R227279,-0.08581638
Q200063,R210186,-0.08582175
Q200038,R203725,-0.08582343
Q200092,R237845,-0.08584455
Q200007,R203384,-0.08584742
Q200033,R240110,-0.08585468
Q200012,R238980,-0.08585523
Q200088,R202685,-0.085856125
Q200035,R229690,-0.08586028
Q200084,R239654,-0.085866556
Q200053,R231066,-0.08587068
Q200011,R215191,-0.08588505
Q200053,R233571,-0.085890874
Q200007,R205020,-0.085905656
Q200091,R228380,-0.08590746
Q200066,R223975,-0.08592148
Q200003,R233824,-0.08592188
Q200092,R216771,-0.08592413
Q200087,R222139,-0.08593592
Q200035,R223616,-0.08593735
Q200014,R201165,-0.08594361
Q200012,R202739,-0.08595304
Q200091,R213753,-0.085961565
Q200056,R239874,-0.085961804
Q200038,R222575,-0.08596563
Q200006,R228567,-0.08597267
Q200053,R209649,-0.08597578
Q200089,R218747,-0.08598602
Q200035,R213105,-0.08598967
Q200012,R228402,-0.08599019
Q200070,R211889,-0.08600679
Q200040,R238238,-0.08601181
Q200005,R221038,-0.08601242
Q200015,R221433,-0.08601917
Q200044,R207190,-0.086030275
Q200097,R220751,-0.08603223
Q200039,R238500,-0.08603692
Q200090,R204957,-0.086037666
Q200095,R216574,-0.08604035
Q200061,R239780,-0.08604346
Q200035,R200225,-0.08604428
Q200036,R212775,-0.08605099
Q200083,R233672,-0.086060464
Q200056,R216145,-0.08606617
Q200040,R227673,-0.08606899
Q200023,R214474,-0.08608191
Q200012,R227066,-0.08608964
Q200063,R234450,-0.08609527
Q200100,R229490,-0.08610582
Q200098,R215588,-0.08610734
Q200063,R215159,-0.08610812
Q200036,R214610,-0.08611959
Q200012,R213958,-0.0861198
Q200093,R221999,-0.086121514
Q200095,R207492,-0.086140335
Q200092,R232922,-0.08614448
Q200047,R202017,-0.086149916
Q200033,R215257,-0.08615418
Q200043,R223483,-0.086165786
Q200041,R206417,-0.08617097
Q200012,R221211,-0.08617853
Q200020,R217664,-0.086180866
Q200086,R216638,-0.08618148
Q200063,R219612,-0.08618629
Q200053,R227799,-0.086195126
Q200095,R238679,-0.08620685
Q200070,R227645,-0.08621612
Q200073,R209492,-0.08622666
Q200038,R236401,-0.08622977
Q200015,R235318,-0.086235195
Q200063,R215926,-0.086239845
Q200023,R233822,-0.08624175
Q200041,R238483,-0.08625217
Q200033,R209028,-0.08625455
Q200087,R225065,-0.0862571
Q200013,R235750,-0.08626816
Q200071,R208095,-0.08627263
Q200011,R227529,-0.08627266
Q200039,R224163,-0.08627395
Q200086,R222403,-0.0862755
Q200011,R219351,-0.086281836
Q200087,R206980,-0.08629255
Q200047,R213425,-0.08629371
Q200045,R209532,-0.08629593
Q200088,R238383,-0.08629793
Q200068,R206715,-0.08629914
Q200095,R201245,-0.086306155
Q200037,R238176,-0.08630809
Q200084,R210892,-0.08631195
Q200059,R200938,-0.08631882
Q200022,R205338,-0.08634083
Q200040,R225035,-0.086344
Q200064,R226224,-0.08634712
Q200100,R212976,-0.086358726
Q200039,R215394,-0.0863646
Q200057,R232766,-0.08637375
Q200068,R232861,-0.08637726
Q200088,R217988,-0.08637999
Q200070,R221858,-0.08638628
Q200064,R205485,-0.08639586
Q200096,R224008,-0.086397484
Q200064,R211753,-0.08640294
Q200047,R212709,-0.08640355
Q200091,R215624,-0.08640845
Q200015,R200781,-0.086414844
Q200022,R212638,-0.08641626
Q200040,R233569,-0.08643168
Q200063,R224740,-0.08643478
Q200085,R216498,-0.08644143
Q200014,R211156,-0.08645427
Q200073,R212996,-0.0864701
Q200012,R201921,-0.086473376
Q200047,R202051,-0.086478665
Q200088,R200438,-0.08648066
Q200012,R214557,-0.0864847
Q200022,R201180,-0.086508736
Q200052,R203254,-0.08650975
Q200084,R218588,-0.08651528
Q200089,R223981,-0.08652648
Q200003,R213130,-0.08652809
Q200097,R200960,-0.08652811
Q200073,R225442,-0.08653073
Q200022,R220495,-0.08654195
Q200083,R205155,-0.08654787
Q200059,R212020,-0.08655426
Q200057,R237366,-0.086557284
Q200086,R238810,-0.08656281
Q200059,R239095,-0.08656314
Q200043,R220337,-0.08658151
Q200056,R235519,-0.08658673
Q200039,R207997,-0.08658783
Q200045,R224446,-0.086598784
Q200013,R236436,-0.08660993
Q200095,R226611,-0.086621284
Q200027,R208239,-0.086629614
Q200033,R207924,-0.08663732
Q200067,R221829,-0.08663808
Q200009,R215696,-0.08663866
Q200011,R213087,-0.08664155
Q200014,R204164,-0.08664197
Q200049,R227446,-0.08665195
Q200072,R215494,-0.08666544
Q200035,R230209,-0.08667073
Q200012,R237718,-0.08667453
Q200011,R210890,-0.086675
Q200011,R202921,-0.08667946
Q200023,R222673,-0.086683586
Q200095,R209373,-0.086688355
Q200013,R208858,-0.08669864
Q200031,R208499,-0.086706415
Q200056,R206897,-0.08670801
Q200071,R235758,-0.08673662
Q200011,R224034,-0.08673936
Q200014,R215082,-0.086749986
Q200005,R212633,-0.08675948
Q200029,R209277,-0.08676189
Q200063,R229306,-0.08676301
Q200063,R201901,-0.08677252
Q200083,R224802,-0.086775914
Q200007,R221912,-0.08677603
Q200033,R231420,-0.08677946
Q200095,R203174,-0.08678241
Q200063,R233873,-0.086782455
Q200034,R211715,-0.08678439
Q200056,R236349,-0.0867852
Q200011,R216563,-0.086785465
Q200088,R237495,-0.08678855
Q200093,R221095,-0.08678946
Q200086,R213122,-0.086790115
Q200011,R209396,-0.0867915
Q200095,R203030,-0.086796165
Q200088,R225096,-0.086797744
Q200092,R218101,-0.0867981
Q200065,R214802,-0.08680922
Q200065,R234955,-0.086812764
Q200038,R213585,-0.08682378
Q200048,R229804,-0.08682805
Q200063,R217102,-0.086833164
Q200059,R227927,-0.0868343
Q200013,R220426,-0.086838216
Q200058,R200375,-0.08683945
Q200049,R222056,-0.08684194
Q200063,R240121,-0.0868423
Q200005,R210495,-0.08684686
Q200095,R240184,-0.08685617
Q200053,R235835,-0.08686344
Q200020,R240215,-0.086866066
Q200013,R239305,-0.08686645
Q200095,R203877,-0.086872995
Q200035,R210740,-0.08687395
Q200095,R232338,-0.08689435
Q200067,R202669,-0.08689967
Q200075,R220014,-0.08690055
Q200033,R240144,-0.08690484
Q200012,R232048,-0.08690575
Q200063,R201455,-0.08690657
Q200044,R206748,-0.086922795
Q200063,R203305,-0.086924836
Q200065,R225599,-0.086930186
Q200059,R203926,-0.08693327
Q200074,R225491,-0.08695315
Q200059,R227265,-0.08696243
Q200015,R223564,-0.086962566
Q200011,R209497,-0.08696744
Q200056,R208047,-0.08697213
Q200047,R232389,-0.08697881
Q200039,R222638,-0.08699186
Q200048,R208826,-0.086993575
Q200052,R222316,-0.086994305
Q200086,R203486,-0.08699827
Q200011,R225451,-0.086998284
Q200035,R217924,-0.08700235
Q200095,R228900,-0.087013155
Q200030,R214803,-0.08701718
Q200031,R224780,-0.08702974
Q200067,R228389,-0.087032944
Q200096,R207487,-0.08703394
Q200031,R238385,-0.08704251
Q200097,R225915,-0.0870495
Q200056,R201662,-0.08705333
Q200027,R223550,-0.08705634
Q200093,R238151,-0.087057754
Q200086,R214066,-0.087068215
Q200068,R226564,-0.08707386
Q200093,R209195,-0.08707565
Q200065,R231517,-0.0870973
Q200011,R203790,-0.08710088
Q200092,R235474,-0.087103486
Q200097,R211398,-0.087107465
Q200035,R205707,-0.087110564
Q200021,R214100,-0.087112114
Q200068,R206294,-0.08712503
Q200063,R212269,-0.08712825
Q200095,R221660,-0.08713427
Q200035,R212197,-0.08713521
Q200029,R222124,-0.08713734
Q200049,R213558,-0.08715172
Q200098,R202510,-0.08715457
Q200012,R212725,-0.08715595
Q200088,R223276,-0.087156534
Q200100,R234232,-0.08715826
Q200011,R237636,-0.0871606
Q200095,R226294,-0.08716065
Q200011,R214177,-0.08717133
Q200012,R230429,-0.08717577
Q200011,R206408,-0.08717649
Q200035,R207142,-0.08718254
Q200035,R218369,-0.08719055
Q200037,R203467,-0.087193936
Q200048,R233787,-0.08720118
Q200014,R203312,-0.0872014
Q200095,R235293,-0.087217435
Q200098,R215537,-0.087220386
Q200100,R222955,-0.08722249
Q200014,R239293,-0.08722836
Q200011,R201711,-0.087240204
Q200012,R239137,-0.08724797
Q200095,R234669,-0.08725014
Q200071,R203394,-0.08725086
Q200059,R218769,-0.0872515
Q200014,R235526,-0.08725159
Q200041,R210855,-0.087256014
Q200095,R234599,-0.087257475
Q200081,R227791,-0.087267354
Q200072,R231839,-0.087273
Q200035,R233186,-0.08727452
Q200043,R228185,-0.087276846
Q200063,R236726,-0.08727993
Q200064,R228321,-0.08728303
Q200060,R228290,-0.08728407
Q200019,R238710,-0.087289244
Q200096,R237730,-0.087292954
Q200086,R219889,-0.087293625
Q200039,R238288,-0.08730024
Q200070,R219152,-0.08730176
Q200035,R238052,-0.087303296
Q200040,R218545,-0.08730438
Q200013,R211366,-0.08730705
Q200097,R236956,-0.08730848
Q200039,R221298,-0.08730897
Q200039,R226416,-0.08731811
Q200098,R232044,-0.08733472
Q200056,R225234,-0.08733606
Q200021,R232251,-0.08734007
Q200041,R215272,-0.087341934
Q200072,R237699,-0.087345526
Q200067,R212526,-0.087352455
Q200029,R238620,-0.0873549
Q200089,R205837,-0.08736318
Q200064,R211661,-0.087369666
Q200098,R201864,-0.087376416
Q200056,R215130,-0.08737786
Q200016,R230095,-0.08737819
Q200045,R214067,-0.0873813
Q200011,R218425,-0.08738986
Q200033,R216684,-0.087390915
Q200007,R218073,-0.08740014
Q200071,R220145,-0.08740163
Q200004,R228744,-0.08740799
Q200063,R234089,-0.08741328
Q200063,R205872,-0.08742258
Q200066,R222969,-0.08742422
Q200063,R207044,-0.08744143
Q200012,R238700,-0.0874424
Q200095,R232251,-0.08745709
Q200063,R229301,-0.08745861
Q200012,R209848,-0.08746226
Q200051,R226559,-0.087462544
Q200099,R210967,-0.087463856
Q200055,R219411,-0.08746618
Q200063,R231961,-0.087466255
Q200038,R202441,-0.08747198
Q200100,R213058,-0.08748041
Q200047,R223033,-0.08748105
Q200035,R223258,-0.087491274
Q200064,R237335,-0.08749223
Q200098,R221298,-0.08749263
Q200011,R218485,-0.08749512
Q200041,R215990,-0.08749956
Q200071,R212317,-0.08749972
Q200003,R223660,-0.087502
Q200091,R239847,-0.08750573
Q200014,R224133,-0.08750841
Q200052,R227055,-0.08752057
Q200063,R231782,-0.0875352
Q200051,R200807,-0.087536514
Q200053,R230914,-0.08754051
Q200013,R217635,-0.08754435
Q200063,R233550,-0.08755942
Q200024,R237172,-0.08756328
Q200012,R229148,-0.08756471
Q200035,R201506,-0.08756557
Q200012,R211911,-0.08756673
Q200013,R235081,-0.08756846
Q200038,R222287,-0.08758032
Q200038,R200571,-0.0875932
Q200010,R235610,-0.08759585
Q200005,R234587,-0.08760102
Q200021,R227416,-0.08760171
Q200007,R211582,-0.08761121
Q200057,R217294,-0.08762281
Q200087,R218087,-0.08762896
Q200037,R215232,-0.08763029
Q200034,R208192,-0.08763531
Q200086,R218856,-0.08764367
Q200012,R215889,-0.087649986
Q200059,R238535,-0.08765893
Q200086,R203180,-0.08766368
Q200038,R220076,-0.08768083
Q200053,R208628,-0.087681666
Q200063,R205480,-0.08768231
Q200057,R237996,-0.08768378
Q200097,R207249,-0.08768673
Q200012,R217108,-0.08769135
Q200010,R204820,-0.087691635
Q200056,R229176,-0.087693065
Q200002,R239638,-0.087696835
Q200073,R219610,-0.08769716
Q200015,R216199,-0.08770628
Q200056,R205670,-0.087708
Q200067,R210157,-0.08772519
Q200088,R239806,-0.0877365
Q200046,R209110,-0.087741435
Q200014,R231045,-0.087743714
Q200088,R219380,-0.08774763
Q200050,R214099,-0.08774929
Q200059,R229410,-0.08775723
Q200041,R214242,-0.08776717
Q200015,R218857,-0.08778152
Q200089,R200218,-0.08778775
Q200058,R217698,-0.087788075
Q200095,R239265,-0.08779016
Q200089,R204979,-0.087790206
Q200033,R238010,-0.087794304
Q200089,R216784,-0.08779466
Q200072,R230999,-0.0878059
Q200063,R220054,-0.087810025
Q200074,R212452,-0.08781034
Q200033,R227534,-0.0878132
Q200048,R200700,-0.08782664
Q200096,R227123,-0.087833926
Q200056,R215494,-0.08784762
